date,stock_name,target_price,invest_opinion,kap,title,href,summary
20210514,코메론,없음,없음,이베스트증권,줄자 북미 수요 증가로 1Q21 OP +31.0% YoY,https://finance.naver.com/research/company_read.nhn?nid=56684&page=12,"1Q21 Review:영업이익 +31.0% YoY코메론의 1Q21 실적은 매출액 185억원(+17.0% yoy), 영업이익 43억원(+31.0% yoy), 순이익 59억원(+136.8% yoy, 일회성 금융자산평가이익 16억원 반영)을 기록하였다. 실적개선 이유는 핵심 사업인 줄자(매출비중 80%)에서 Sales 1Q20 120억원 → 1Q21 148억원으로 +23.3% yoy 큰 폭으로 성장"
20210514,이마트,"240,000",매수,IBK투자증권,"수익성 회복으로 기대치 상회, 쓱닷컴 성장률..",https://finance.naver.com/research/company_read.nhn?nid=56683&page=12,"21.1Q 별도(yoy) 총매출액 +10.8%, 영업이익 +32.2% (컨센서스 -4%)  21.1Q(yoy) 별도(할인점, 트레이더스, 전문점) 실적은 총매출액 +10.7%, 매출총이익 +9.2%, 영업이익 +32.2%를 시현하며 컨센서스를 소폭 하회(-4%)했다. 1) 할인점: 총매출액 +8.0%(SSS +7.9%)를 시현했는데 식품 +8.6%, 비식품 +6.7% 기인하며 매출총이익률 26.4%(-0.4%p)에도 판관비율(-0.4%p) 개선으로 영업이익은 전년대비 7% 증가했다"
20210513,신세계,"385,000",매수,미래에셋증권,하반기도 양호한 실적 흐름 이어갈 것,https://finance.naver.com/research/company_read.nhn?nid=56682&page=12,"백화점 호조에 따른 컨센서스 상회연결기준 매출 1.32조원(10.3%YoY), 영업이익 1,236억원(3,659%YoY) 기록양호한 백화점 실적에 따라 영업이익 컨센서스 및 당사 추정치 상회백화점 매출이 양호한 이유는 1) 낮은 기저와 2) 보복 소비 효과 3) 해외여행 소비의 내수 전환 때문견조한 따이공 수요에 따라 1Q21 면세 매출 양호"
20210513,LG유플러스,"19,000",매수,미래에셋증권,유무선의 고른 성장 지속,https://finance.naver.com/research/company_read.nhn?nid=56681&page=12,"1분기 영업이익 2,756억원으로 역대 분기 최대 이익 발표LG유플러스는 1분기 매출 및 영업이익을 각각 3조 4,168억원 및 2,756억원으로 역대분기 최대 영업이익을 발표함사상 최대의 영업이익을 보인 것은 효율적인 마케팅 비용 집행과 57.9만명 수준의 5G 가입자 증가에 기인함"
20210513,한국가스공사,"30,000",중립,미래에셋증권,장기 성장성에 대한 고민은 지속,https://finance.naver.com/research/company_read.nhn?nid=56680&page=12,"1Q21 Review: 공급 조정 비용 배분율 조정 영향매출액 7조 7,711억원(-3.2% YoY): 판매량 11.1% YoY, 판매 단가 -11.6% YoY영업이익 7,646억원(-20.3% YoY): 시장 기대치 (8,946억원) 하회주요 E&P 영업이익 621억원(14.1% YoY): 미얀마/주바이르 부진 vs. 프렐류드 개선발전용 차등요금제 폐지에 따른 동절기(1Q/4Q) 공급비용 회수 금액 감소하절기(2Q/3Q) 회수금액 상승으로 연간 공급비용 회수액은 동일"
20210513,인바디,"34,000",매수,미래에셋증권,사상 최대 분기 실적 달성,https://finance.naver.com/research/company_read.nhn?nid=56679&page=12,"매출액, 영업이익 모두 시장기대치 크게 상회하며, 사상최대 분기 실적 달성매출액 19% YoY(시장기대치 상회), 영업이익 83% YoY(시장기대치 상회, OPM 31%)전문가용 인바디 14% YoY, 가정용 인바디 40% YoY, 의료기기 43% YoY내수 41% YoY, 미국 -3% YoY, 일본 4% YoY, 중국 61% YoY, 기타 18% YoY"
20210513,위메이드,"77,000",Buy,하나금융투자,우등생 ,https://finance.naver.com/research/company_read.nhn?nid=56678&page=12,"예상대로 우수한 1분기 성적위메이드가 “미르의전설4”의 두드러진 흥행에 힘입어 시장의 예상을 상회하는 실적을 기록했다. 매출은 “미르4” 매출의 온기반영으로 760억원을 기록하며 전분기대비 61.8% 증가했으며, 영업이익은 275억원으로 1년만에 흑자전환에 성공했다. “미르4”가 포함된 모바일게임 매출은 551억원으로 전분기 전체매출(470억원)보다 많았고 일매출 기준으로도 전분기 수준을 상회하는 5억원 이상을 기록한 것으로 추정된다."
20210513,피에스케이,없음,없음,하나금융투자,"양념 반, 프라이드 반, 매력적 고객구조 ",https://finance.naver.com/research/company_read.nhn?nid=56677&page=12,"1분기 실적 중에서 영업이익과 순이익이 컨센서스를 크게 상회피에스케이는 반도체 전공정 장비 시장에서 미국의 Lam Research와 경쟁한다. 주력 장비는 감광액, 산화막/질화막, 잔여물 등을 제거할 때 사용된다. 각각 Strip, Etch, Dryclean 장비라고 불린다. 피에스케이는 5월 12일에 1Q21 분기보고서 공시를 통해 실적을 발표했다."
20210513,신세계인터내셔날,"270,000",Buy,하나금융투자,1Q21Re 해외브랜드가 놀랍다 ,https://finance.naver.com/research/company_read.nhn?nid=56676&page=12,"1분기 영업이익 YoY 78% 증가1분기 연결 매출과 영업이익은 각각 전년 동기대비 6%, 78% 증가한 3,419억원과 213억원으로 시장기대치(OP 175 억원)을 큰 폭 넘어서는 어닝서프라이즈를 기록했다. 해외패션 부문 매출은 YoY 21% 신장하며 실적 개선을 견인하였다. 국내패션 부문은 여성복 매출 8% 증가에도 불구, 대형마트향 브랜드 ‘데이즈’가 50% 급감하며 매출이 8% 감소하였다."
20210513,KT&G,"100,000",Buy,케이프투자증권,매출 성장에도 수익성 저하,https://finance.naver.com/research/company_read.nhn?nid=56675&page=12,"1Q21P 매출액 yoy +7.3%, 영업이익 yoy +0.9%- 1Q21 연결 매출액 1조2,639억원, 영업이익 3,177억원으로 기대치 하회- KT&G 별도 매출 yoy +15%, 영업이익 yoy -1% 기록. 1) 제조담배 yoy +16%(내수 담배 +5%, 수출 담배 +55%)로 전년도 국내 담배시장 높은 베이스에도 불구하고, 1Q21 담배시장은 yoy -0.1%로 양호한 가운데 동사의 M/S가 64.5%(yoy +0.5%p, qoq +0.9%p)까지 지속 상승하며 성장"
20210513,신세계,"400,000",Buy,이베스트증권,서프라이즈,https://finance.naver.com/research/company_read.nhn?nid=56674&page=12,"1Q 2 1 Review : 서프라이즈신세계의 1Q21 K-IFRS 연결 기준 매출액은 전년동기대비 10.3% 증가한 2조 1,754억원, 영업이익은 전년동기대비 37배 증가한 1,236억원으로, 당사 추정치 900억원 및 시장 기대치를 크게 상회하는 실적을 기록했다. 1Q21 별도기준 총매출액은 YoY 24.1% 증가한 1조 377억원, 영업이익은 YoY 171% 증가한 612억원을 기록했다"
20210513,노바렉스,"54,000",Buy,이베스트증권,사상최대 매출액과 영업이익 달성,https://finance.naver.com/research/company_read.nhn?nid=56673&page=12,"1Q21R eview: 매출액 623 억원 ((+24 % y oy), 영업이익 80 억원 46 %1Q21 매출액은 623억원(+24% yoy), 영업이익 80억원(+46% yoy), 영업이익률 13%(+2%p yoy)를 기록했다. 당사 추정치와 시상 컨센서스를 모두 상회하는 영업이익을 기록했다."
20210513,KT&G,"110,000",Buy,이베스트증권,해외 시장 상승 추이,https://finance.naver.com/research/company_read.nhn?nid=56672&page=12,"1Q2 1 R eviewKT&G(이하 동사)의 1Q21 잠정 연결 실적은 매출액 1조 2,639억원(YoY +7.3%), 영업이익 3,177억원(YoY +0.8%, OPM 25.1%)으로, 영업이익 기준 기존 당사 추정치보다는 소폭 상향, 시장 컨센서스 대비 소폭 하향된 결과를 보였다. 국내 총수요가 유사하게 유지된 가운데 전반적으로 국내외 모두 일반담배 및 HNB 매출이 증가한 점이 매출 및 영업이익에 양쪽에 영향을 미쳤다"
20210513,CJ프레시웨이,"39,000",Buy,이베스트증권,예상보다 빠른 외식업의 회복,https://finance.naver.com/research/company_read.nhn?nid=56671&page=12,"1Q21 Review : 예상보다 빠른 외식업 의 회복CJ프레시웨이(이하 동사)의 1Q21 잠정 연결 실적은 매출액 5,461억원(YoY -9.4%), 영업이익 31억원(YoY 흑전, OPM 0.6%)으로, 영업이익 기준 기존 당사 추정치보다는 25억 상향된 실적을(Gap +417%), 시장 컨센서스보다는 46억 상향된 실적을 달성하였다. 특히 매출총이익률이 코로나 이전보다 높아진 점에 주목한다"
20210513,마이크로디지탈,없음,없음,IBK투자증권,바이오 소부장 신화가 시작될 2분기,https://finance.naver.com/research/company_read.nhn?nid=56670&page=12,"2분기, 흑자 전환 전망  1Q21 실적은 매출액 15억원(+150%, YoY), 영업이익 -8억원(적자지속) 나타낼 것으로 전망. 1분기 매출 성장의 주된 원인은 지난해 170억원 규모로 체결한 필리핀향 코로나 키트 매출 반영이 시작되었기 때문."
20210513,신세계,"400,000",매수,IBK투자증권,명품 비중 40% 시현하며 시장 턴어라운드 주..,https://finance.naver.com/research/company_read.nhn?nid=56669&page=12,"1Q(yoy) 별도 백화점 영업이익 +170%, 연결 영업이익 +3,659% 서프라이즈! 21.1Q(yoy) 1) 별도 총매출액 24% 영업이익 171%, 순이익 171%. 영업이익은 컨센서스를 77% 상회하며 서프라이즈를 시현했다. 백화점 기존점 성장률은 21%, 19년 대비 18%로 턴어라운드를 가시화했기 때문이다. 1Q 주요 카테고리별 흐름은 명품(+58%), 생활(+43%), 가전(+39%)의 호조세가 지속된 가운데 여성(+25%), 남성(+35%), 스포츠(+37%), 아동(+44%) 등 패션 부분도 급격한 소비 회복을 반영하며 성장 전환했다"
20210513,LG유플러스,"20,000",매수,IBK투자증권,새로운 실적 역사를 만들어 간다,https://finance.naver.com/research/company_read.nhn?nid=56668&page=12,"분기 역대 최고 실적을 기록한 1Q21 좋은 실적을 예상한 그 이상이었다. 차이가 거의 없었던 별도와 연결 실적에 LG헬로비전이 종속기업으로 포함되면서 약간의 차이가 생겼지만, 다른 경쟁사에 비하면 종속기업의 비중이 매우 낮은 수준이다. 그래서 별도수익을 기준으로 1분기 실적을 분석해 보면 총 매출이 전년동기대비 4.7% 증가했는데, 서비스매출이 6.2%로 성장을 견인했다는 점에 의미가 있다"
20210512,엔씨소프트,"1,580,000",매수,미래에셋증권,2분기와 3분기 실적 급반등 예상 ,https://finance.naver.com/research/company_read.nhn?nid=56667&page=12,"린2M 해외 부진과 특별인센티브 등 비용 부담이 원인1분기 매출액과 영업이익은 각각 전년보다 30%, 77% 감소한 5,124억원과 567억원을기록, 당사 전망치 5,550억원과 1,320억원을 하회 3월 대만과 일본에 출시한 리니지2M 초기 성과가 예상치를 하회했고, 전 직원특별인센티브 지급, 신작 출시를 위한 마케팅 비용 지출이 실적 부진의 원인 논란이 되었던 리니지M 불매 운동에 대해서 회사 측에서는 사용자와 매출 지표에영향이 없었다고 밝힘"
20210512,코오롱글로벌,"34,000",Buy,교보증권,시총 1조원이 눈 앞에,https://finance.naver.com/research/company_read.nhn?nid=56666&page=12,"목표주가 34,000원으로 25.9% 상향. 기존 목표가 달성 및 실적 추정치 상향코오롱글로벌에 대해 투자의견 ‘매수’ 유지. 목표주가는 27,000원 → 34,000원으로 25.9%상향. 목표주가 상향은 현재 주가의 목표주가 도달 및 전일 발표 실적의 추정치 상회로 연간 실적 추정이 상향되었기 때문."
20210512,동양생명,"7,000",Buy,교보증권,2021년 실적 개선 전망으로 목표주가 상향,https://finance.naver.com/research/company_read.nhn?nid=56665&page=12,"2021년 1분기 당기순이익 1,065억원 YoY 67.4 %%↑, QoQ 415.2↑동양생명의 2021 년 1분기 당기순이익은 1,065 억원으로 전년동기 대비 67.4% 증가했고 전분기에 비해서 도 415.2 나 증가했으며 교보증권 예상을 35.1나 상회함 이익이 큰 폭으로 개선된 이유는 1) 이자율차손익 개선에 따른 안정적인 보험이익 시현과, 2) 유가증권관련 매각이익 발생, 그리고 3) 소폭의 변액보험관련 최저보증환입금이 발생했기 때문."
20210512,더블유게임즈,"90,000",Buy,이베스트증권,"한국 DDI 나스닥 상장, 밸류 격차 축소 모멘..",https://finance.naver.com/research/company_read.nhn?nid=56664&page=12,"1Q2 1R eview: QoQ 개선 , 당사 및 컨센서스 전망치 소폭 초과1Q21 연결영업실적은 매출 1,639억원(qoq 3.2%), 영업이익 503억원(qoq 7.0%)으로서 전분기 대비 소폭 개선되며 당사 및 시장 컨센서스 전망치도 소폭 초과했다."
20210512,DL이앤씨,"190,000",Buy,이베스트증권,"주택 매출 공백 , 하반기 턴어라운드 기대",https://finance.naver.com/research/company_read.nhn?nid=56663&page=12,"주택 매출 공백 , 하반기 턴어라운드 기대DL이앤씨의 1Q21 매출액은 1조 6,996억원으로 전년동기대비 18.4% 감소했다. 영업이익은 1,998억원으로 전년동기대비 25.2% 감소했다. 분할 후 재상장되면서 컨센서스와의 비교는 크게 의미는 없어 보인다."
20210512,지누스,"120,000",Buy,이베스트증권,"주력인 매트리스 고성장 세 지속 , 원재료 상..",https://finance.naver.com/research/company_read.nhn?nid=56662&page=12,"주력인매트리스 고성장 세 지속 , 원재료 상승 분 판가 전이 기대지누스의 1분기 매출액은 2,743억원으로 전년동기대비 48.8% 증가, 컨센서스 매출액대비 19.4% 상회했다. 영업이익은 251억원으로 전년동기대비 7.7% 증가, 컨센서스 영업이익 223억원 대비 12.6% 상회하는 어닝서프라이즈를 기록했다. 순이익도 환차익으로 시장 기대치보다 높은 수준을 기록했다. 매출액 고성장은 지난해 중국 공장 생산중단에 따른 기저효과와 더불어, 주력 제품인 매트리스의 성장률이 +58.8% YoY를 기록하면서 여전한 시장 지위를 재확인시켜주었다. 그밖에 침실가구, 기타가구 부문에서역시 30%가 넘는 고성장세가 지속되면서 시장에서 우려하던 물류 병목에 따른 매출 인식 지연이 해소되는 모습이다. 매출액 성장성 대비 영업이익이 성장하지 못한 이유는 원재료 인 MDI의 가격 상승에 기인한다. 다만 중국을 필두로 한 MDI의 가격 안정화가빠르게 이루어지고 있고, 지누스의 제품 세그먼트를 고려할 때 판가 전이가 용이할 것으로 판단된다. 실제 1분기도 일부 소량 품목의 판가 전이가 있었으며, 하반기 판가 전이에 따른 래깅 마진 개선이 기대되나 보수적으로 추정치에는 반영하지 않았다."
20210512,한온시스템,"23,000",Buy,이베스트증권,"뚜렷한 EV수주 증가세 확인, 비중확대시점 도..",https://finance.naver.com/research/company_read.nhn?nid=56661&page=12,"1Q21 Review: 영업이익 940억원(YoY +57.5%), 시장 기대치 소폭 하회한온시스템의 1Q21 매출액 및 영업이익은 각각 1.87조원(YoY +11.6%), 940억원(YoY+57.5%)을 기록했다. 영업이익은 시장 기대치인 1,000억원을 소폭 하회했는데, 일시적인 운송비 증가분 영향이 약 100억원 가량 발생했다. 동사 최대 핵심 투자포인트인 EV매출 비중은 약 20% 수준을 기록했는데, 수치상으로는 3,740억원(YoY +49%)의 높은 증가세를 보였다. 다만 E-GMP향 매출이 아직 발생전이고, 기존 미국 EV업체향 공급이 사실상 중단되며 절대금액 기준으로는 지난 3Q20 (5,890억원 발생)을 고점으로는 감소한상태고, EV사업 기준으로 영업이익률은 2% 수준에 그쳤다."
20210512,한화솔루션,"64,000",Buy,이베스트증권,긴 호흡으로 접근하자,https://finance.naver.com/research/company_read.nhn?nid=56660&page=12,"1Q21 Review: 컨센서스 대비 소폭 상회하는 실적 기록동사는 2021년 1분기 매출액 2조 4,043억원(-6.1% qoq, +7.0% yoy), 영업이익 2,546억원(+289.3% qoq, +52.4% yoy)으로 영업이익 기준 컨센서스 대비 소폭 상회하는 실적을 기록했다. 이는 케미칼 부문의 시황 호조로 인한 것이다. 다만, 동사의 주요 성장동력인 태양광 사업 부문의 경우, 수요 비수기 및 원가 부담으로 인하여 적자를 기록했다."
20210512,휴켐스,"27,000",Buy,이베스트증권,1분기 컨센 상회하는 실적 기록,https://finance.naver.com/research/company_read.nhn?nid=56659&page=12,"1Q21 Review: 컨센서스 대비 상회하는 실적 기록동사의 2021년 1분기 매출액은 1,763억원(+16.1% QoQ, -1.9% YoY), 영업이익 283억원(-5.4% QoQ, -9.0% YoY)으로 컨센서스 대비 상회하는 실적을 기록했다. 이번 1분기에는 탄소배출권 판매가 없었기 때문에 이를 제외하면 매출은 전 분기 대비32.5%, 영업이익은 97.6% 증가한 실적이다."
20210512,덴티움,"85,000",Buy,이베스트증권,"호황, 풀가동, 그리고 증설",https://finance.naver.com/research/company_read.nhn?nid=56658&page=13,"1Q21 Review: 매출액 538 억원 32 % 영업이익 106 억원 232 % yoy)1Q21 매출액은 538억원(+32% yoy), 영업이익 106억원(+232% yoy), 영업이익률 20%(+12%p yoy)를 기록했다. 지역별 매출액은 중국 290억원(+219% yoy), 러시아 48억원(+194% yoy)으로 두 전략국가가 전체 매출 성장을 견인했다. 관세청 발표의 1Q21 임플란트 수출증가율인 중국 +168% yoy, 러시아 +28% yoy를 큰 폭으로 상회했으나 높았던 시장 기대치에는 미치지 못하는 실적을 기록했다."
20210512,인탑스,"36,000",Buy,이베스트증권,신사업에서 고성장,https://finance.naver.com/research/company_read.nhn?nid=56657&page=13,"신사업 성장성 강화동사는 IT&바이오 사업을 영위하는 신생 or 벤처 기업들 대상으로 제조를 담당하는 신사업을 강화하고 있다. 이는 동사의 본업인 플라스틱 사출 기술력을 기반으로 고객사의제조를 담당하던 Knowhow를 활용하는 것으로서, 국내 구미 공장의 플라스틱 사출금형여유 Capa(모바일 사업부문이 대부분 베트남으로 이전함에 따라 가동하지 않고 있던생산 시설)를 활용하여 수익성이 높을 것으로 기대(추가적인 Capex 없음)되는 신규사업이다."
20210512,KT,"40,000",매수,IBK투자증권,예상을 뛰어넘은 호실적,https://finance.naver.com/research/company_read.nhn?nid=56656&page=13,"수익 개선이 돋보인 1Q212021년 1분기 KT 별도실적은 매출 4.57조원으로 전년동기대비 3.3% 증가했고, 영업이익은 3,660억원으로 전년동기대비 21.4% 증가했다. 연결실적도 별도실적의 개선을 기반으로 매출이 전년동기대비 3.4% 증가했고, 영업이익은 15.4% 증가했다. 실적 기여도가 높은 무선매출이 1.77조원으로 전년동기대비 2.0% 증가했고, IPTV를 포함한 유선매출도 1.33조원으로 전년동기대비 2.2% 증가했다. 별도 및 연결실적 모두 당사 예상을 상회했으며, 특히 영업이익의 개선폭이 컸던 것은 KT의 비용 효율화가 큰 힘을 발휘했다."
20210512,SK텔레콤,"400,000",매수,IBK투자증권,예고된 변화가 기업가치 제고,https://finance.naver.com/research/company_read.nhn?nid=56655&page=13,"1Q21 비용 효율화로 수익 개선별도실적은 매출 2.98조원으로 전년동기대비 1.9% 증가하고, 영업이익 3,073억원으로 전년동기대비 19.0% 증가했다. 감가상각비가 4.7% 감소했고, 기타비용이 비용 효율화로 전년동기대비 8.3% 감소했다. 연결 종속기업의 전년동기대비 매출 증가와 수익개선으로 연결실적도 매출과 영업이익이 전년동기대비 각각 7.4%, 29.0% 증가했다. Capex는 1,650억원을 집행하여 전년동기대비 46.2% 감소했다."
20210512,경동나비엔,"100,000",매수,IBK투자증권,방망이를 길게 잡아라!,https://finance.naver.com/research/company_read.nhn?nid=56654&page=13,"1Q21 Review: 어닝 서프라이즈1Q21 동사의 매출은 2.326억원(+27.0% YoY, -25.2% QoQ), 영업이익 242원(OPM 10.4%, +93.2% YoY, +34.2% QoQ)으로 발표했다. 기존 추정치(매출 2,029억원, 영업이익 164억원)대비 매출은 14.6%, 영업이익은 47.3% 상회했다. 이유는 1)국내외 보일러/온수기 수요 폭증에 따른 매출 증가, 2)수익구조 안정화에 따른 매출 레버리지 본격화 때문이다. 이번 실적의 하이라이트는 수출 기업으로 1)비우호적인 원달러환율, 2)물류비 등 변동비 상승에도 큰 폭의 실적을 시현한 점이다. 향후 매크로 개선 시에는 추가적인 실적 개선이 가능하기 때문에 더욱 동사에 주목해야 한다."
20210511,쌍용C&E,"9,300",매수,미래에셋증권,"이익률 50%, 환경자원회사",https://finance.naver.com/research/company_read.nhn?nid=56653&page=13,"2021년 1분기 실적, 비용 절감 효과로 양호한 실적 발표1분기 실적 매출 3,366억원(7.2% YoY), 영업이익 328억원(6.5% YoY) 발표유연탄 가격 상승, 인건비와 유가 등 원가 인상 요인에도 안정적인 수익성 유지순환자원처리시설 투자를 통한 원가 혁신 본격화"
20210511,레이언스,"17,000",매수,미래에셋증권,글로벌 치과 시장 수요 회복의 수혜,https://finance.naver.com/research/company_read.nhn?nid=56652&page=13,"매출액 기준 시장기대치 상회하는 실적 달성매출액 16% YoY(시장기대치 상회), 영업이익 44% YoY(OPM 19%, 시장기대치 상회)의료용 -2% YoY, 치과용 34% YoY, 산업용 -15% YoY, 동물용/기타 22% YoYTFT -8% YoY, CMOS 28% YoY, 기타 46% YoY미주 -23% YoY, 아시아 34% YoY, 유럽 -13% YoY, 기타 -34% YoY"
20210511,CJ제일제당,"620,000",Buy,하나금융투자,시장 기대 상회 ,https://finance.naver.com/research/company_read.nhn?nid=56651&page=13,"1Q21 Re: 전 사업부 증익1분기 연결 매출액 및 영업이익은 각각 6조 1,781억원(YoY +6.0%), 3,851억원(YoY +39.6%) 기록해 시장 기대치를 상회했다. 연결 순이익은 1Q20 가양동 부지 매각 차익(4,357 억원) 감안시 924억원 증가한 수치이다."
20210511,F&F,"200,000",Buy,하나금융투자,시장기대치의 두배 훌쩍 ,https://finance.naver.com/research/company_read.nhn?nid=56650&page=13,"1분기 영업이익 YoY 304% 증가1분기 연결 매출과 영업이익은 각각 전년 동기대비 72%, 304% 증가한 2,857억원과 700억원으로 시장기대치(OP 337억원)을 큰 폭 넘어서는 어닝서프라이즈를 기록했다. MLB한국은 내수 의류 업황과 면세 채널 회복세로 100% 성장하였다. ‘순수 내수’ 매출이 400억원(YoY 8% 추정)"
20210511,시디즈,없음,없음,이베스트증권,온라인 의자 판매 증가는 수익성 개선 요인,https://finance.naver.com/research/company_read.nhn?nid=56649&page=13,"기업개요: 의자생산 기업동사는 국내 M/S 1위의 의자생산 기업(최대주주 일룸 40.6%)으로 시디즈 브랜드를 보유하고 있다. 동사는 2018년 4월 시디즈의 의자 사업 일체를 양수(양수가액 318억원, 2018년 1분기 이전은 팀스의 실적)하면서 사명을 변경(팀스 → 시디즈)하였다. 동사는 퍼시스 그룹 내에서 의자 생산을 전담하고 있으며, 매출비중(2020년 기준)은 퍼시스 23.2%, 일룸 11.8%, 수출 8.7%, 온라인 30.4%, 오프라인 24.9% 수준이다"
20210511,롯데쇼핑,"150,000",Buy,이베스트증권,2분기 기저효과 기대,https://finance.naver.com/research/company_read.nhn?nid=56648&page=13,"1Q 2 1 R eview : 2 분기 기저효과 기대롯데쇼핑의 1Q21 K-IFRS 연결 기준 매출액은 전년동기대비 4.8% 감소한 3조 8,800억원, 영업이익은 전년동기대비 18.5% 증가한 618억원으로 당사 추정치 및 컨센서스를 크게 하회하는 실적을 기록했다"
20210511,코웰패션,"9,000",Buy,이베스트증권,고마진 사업구조의 저력 강화,https://finance.naver.com/research/company_read.nhn?nid=56647&page=13,"1Q21Review코웰패션의 1Q21E 잠정실적은 매출액 1,062억원(YoY +6.4%), 영업이익 203억원(YoY +12.1%, OPM 19.1%)으로 기존 당사 추정치에 거의 부합하는 실적을 보였다. 매출의 10% 가량을 차지하는 전자 사업부는 1Q21에 전년대비 매출 +27.2%, 영업이익 YoY +459.4% 성장"
20210511,CJ제일제당,"610,000",Buy,이베스트증권,"식품, 바이오 모두 실적 서프라이즈",https://finance.naver.com/research/company_read.nhn?nid=56646&page=13,"1Q21R eviewCJ제일제당의 1Q21E 잠정실적은 매출액 6조 1,781억(YoY +6.0%), 영업이익 3,851억(YoY +10.2%)원, 대한통운 제외 기준으로 매출액 3조 6,711억(YoY +5.4%), 영업이익 3,423억(YoY +55.5%)원으로 전사 영업이익 기준 당사 기존 추정치를 20% 가량, 대한통운 제외 기준 당사 기존 추정치를 40% 가량 큰 폭으로 상회했다."
20210511,CJ제일제당,"580,000",매수,IBK투자증권,수익성 중심 포트폴리오 강화 지속,https://finance.naver.com/research/company_read.nhn?nid=56645&page=13,"1Q21 연결 영업이익이 시장 기대치를 약 18% 상회  지난 1분기 연결 매출액과 영업이익이 각각 6조 1,781억원(+6.0% yoy), 3,851억원(+39.6% yoy)을 기록, 컨센서스(매출액: 6조 1,368억원, 영업이익: 3,270억원)와 IBK투자증권 추정치(매출액: 6조 685억원, 영업이익: 3,110억원)를 상회함"
20210511,롯데쇼핑,"140,000",중립,IBK투자증권,소매업 환경 개선에도 연결 실적 크게 부진,https://finance.naver.com/research/company_read.nhn?nid=56644&page=13,"Review(yoy) 21.1Q 연결 영업이익 +18.5%, 순적자 지속 21.1Q(yoy) 롯데쇼핑 연결 실적은 총매출액 5,258십억원(-1.2%), 순매출액 3,880십억원(-4.8%), 영업이익 618억원(+18.5%), 순적자 406억원(20.1Q -433억원)에 그쳤다. 연결 영업이익은 백화점의 261% 개선에도 마트 내 롭스적자(-69억원)와 희망퇴직 등 일회성 85억원을 반영하며 컨센서스를 55% 하회했다. "
20210510,제이콘텐트리,"57,000",매수,미래에셋증권,방송이 있어 기다릴 수 있다,https://finance.naver.com/research/company_read.nhn?nid=56643&page=13,"매출액 1,334억원(YoY +29.5%), 영업손실 -34억원(적지), 시장 예상치 상회극장 부진 지속에도 불구하고 방송 부문 호실적에 힘입어 컨센 적자 -90억대 상회방송: OP 131억원(흑전), 드라마 방영 편수 증가 및 OTT 동시 방영 등 해외 유통 증가협상력 강화에 따른 판가 상승(리쿱율 증가)에 따라 수익구조 개선을 확인극장: OL -190억원. 코로나 영향과 콘텐츠 부재로 직영 관람객 -68.3%(전국 -68.7%)전사 차원의 비용 절감 노력 지속되었으나 고정비 비중 높은 점이 한계로 작용"
20210510,삼성증권,"58,000",Buy,하나금융투자,기대를 크게 상회하는 출발,https://finance.naver.com/research/company_read.nhn?nid=56642&page=13,"1분기 순이익 2,890억원(YoY +1776.3%, QoQ +128.1%)2021년 1분기 지배주주순이익은 전년 대비 +1776.0%, 전분기 대비 +128.1% 개선된 2,890억원으로 당사 추정치와 컨센서스를 모두 상회하였으며, 전년 대비 순이익 증가율이 높은 이유는 전년 동기 ELS 관련 운용손실에 따른 기저 효과이다."
20210510,롯데케미칼,"500,000",Buy,하나금융투자,컨센 상회. 쌓여가는 현금으로 성장을 그리다,https://finance.naver.com/research/company_read.nhn?nid=56641&page=13,"1Q21 영업이익 컨센 28% 상회. 상향된 컨센 마저 상회1Q21 영업이익은 6,238억원(QoQ +194%, YoY 흑전)으로 컨센(4,872억원)을 28% 상회했다. 본격적인 시황 개선으로 전 사업부의 실적이 개선된 가운데, 특히 LC Titan, LC USA, 아로마틱의 완벽한 턴어라운드가 도드라졌다"
20210510,원익IPS,"62,000",Buy,하나금융투자,"1Q 실적, 예상 부합. 2Q 실적 기대 ",https://finance.naver.com/research/company_read.nhn?nid=56640&page=13,"1Q21 잠정 매출 2,545억 원, 영업이익 243억 원 기록원익IPS는 삼성전자, SK하이닉스, 국내외 디스플레이 고객사로 공정장비를 공급한다. 2021년 5월 7일, 연결재무제표기준 영업실적 공시를 통해 1Q21 실적을 발표했다. 매출은2,545억 원(+49.1% Q/Q, +39.8% Y/Y)을 기록했다"
20210510,웹젠,"45,000",Buy,이베스트증권,Next 기대일정 구체화 확인하며 대응,https://finance.naver.com/research/company_read.nhn?nid=56639&page=13,"1Q2 1 영업실적은 QoQ 부진 . 당사 전망치 대비 매 출 미 달 , OP 초과1Q21 연결영업실적은 매출 780억원(qoq -15.7%), 영업이익 373억원(qoq -3.7%)으로서 전분기에 이어 qoq 부진이 지속되었으며 당사 종전 전망치 대비 매출은 미달, 영업이익은 초과였다. 1Q21 연결영업이익이 당사 종전 전망치를 초과한 것은 1/6 론칭한 [영요대천사 중국] 수수료 매출이 예상을 초과했기 때문이다"
20210510,삼성증권,"54,000",Buy,이베스트증권,리테일 호조와 운용이익 급증으로 최대실적 ..,https://finance.naver.com/research/company_read.nhn?nid=56638&page=13,"사상최대 실적 시현 2021년 1분기 순이익은 2,890억원으로 시장예상을 크게 상회하며 사상최대 실적을 시현. 브로커리지, 자산관리, IB 등 수수료수익 전부문에 걸쳐 규모가 크게 증가했으며, 2020년 부진했던 운용이익 역시 대폭 개선되며 호실적을 견인"
